LAUS Code;State FIPS Code;County FIPS Code;County Name/State Abbreviation;Year;Labor Force;Employed;Unemployed;Unemployment Rate (%)
CN1816100000000;18;161;Union County, IN;2019;3,601;3,485;116;3.2
CN1816300000000;18;163;Vanderburgh County, IN;2019;94,596;91,691;2,905;3.1
CN1816500000000;18;165;Vermillion County, IN;2019;6,877;6,512;365;5.3
CN1816700000000;18;167;Vigo County, IN;2019;47,081;45,010;2,071;4.4
CN1816900000000;18;169;Wabash County, IN;2019;15,100;14,634;466;3.1
CN1817100000000;18;171;Warren County, IN;2019;4,219;4,094;125;3.0
CN1817300000000;18;173;Warrick County, IN;2019;33,217;32,255;962;2.9
CN1817500000000;18;175;Washington County, IN;2019;13,869;13,414;455;3.3
CN1817700000000;18;177;Wayne County, IN;2019;31,101;30,003;1,098;3.5
CN1817900000000;18;179;Wells County, IN;2019;14,514;14,121;393;2.7
CN1818100000000;18;181;White County, IN;2019;13,639;13,274;365;2.7
CN1818300000000;18;183;Whitley County, IN;2019;17,764;17,238;526;3.0
CN1900100000000;19;001;Adair County, IA;2019;4,326;4,228;98;2.3
CN1900300000000;19;003;Adams County, IA;2019;2,210;2,173;37;1.7
CN1900500000000;19;005;Allamakee County, IA;2019;7,488;7,232;256;3.4
CN1900700000000;19;007;Appanoose County, IA;2019;6,050;5,839;211;3.5
CN1900900000000;19;009;Audubon County, IA;2019;3,164;3,087;77;2.4
CN1901100000000;19;011;Benton County, IA;2019;13,742;13,347;395;2.9
CN1901300000000;19;013;Black Hawk County, IA;2019;70,478;68,275;2,203;3.1
CN1901500000000;19;015;Boone County, IA;2019;15,168;14,817;351;2.3
CN1901700000000;19;017;Bremer County, IA;2019;14,332;14,011;321;2.2
CN1901900000000;19;019;Buchanan County, IA;2019;11,567;11,258;309;2.7
CN1902100000000;19;021;Buena Vista County, IA;2019;11,892;11,648;244;2.1
CN1902300000000;19;023;Butler County, IA;2019;8,022;7,772;250;3.1
CN1902500000000;19;025;Calhoun County, IA;2019;4,318;4,211;107;2.5
CN1902700000000;19;027;Carroll County, IA;2019;11,112;10,902;210;1.9
CN1902900000000;19;029;Cass County, IA;2019;7,023;6,830;193;2.7
CN1903100000000;19;031;Cedar County, IA;2019;11,000;10,734;266;2.4
CN1903300000000;19;033;Cerro Gordo County, IA;2019;23,952;23,312;640;2.7
CN1903500000000;19;035;Cherokee County, IA;2019;6,249;6,096;153;2.4
CN1903700000000;19;037;Chickasaw County, IA;2019;6,583;6,400;183;2.8
CN1903900000000;19;039;Clarke County, IA;2019;4,962;4,822;140;2.8
CN1904100000000;19;041;Clay County, IA;2019;8,629;8,397;232;2.7
CN1904300000000;19;043;Clayton County, IA;2019;10,305;9,941;364;3.5
CN1904500000000;19;045;Clinton County, IA;2019;23,177;22,335;842;3.6
CN1904700000000;19;047;Crawford County, IA;2019;8,259;7,974;285;3.5
CN1904900000000;19;049;Dallas County, IA;2019;51,909;50,925;984;1.9
CN1905100000000;19;051;Davis County, IA;2019;4,285;4,166;119;2.8
CN1905300000000;19;053;Decatur County, IA;2019;4,437;4,341;96;2.2
CN1905500000000;19;055;Delaware County, IA;2019;10,758;10,512;246;2.3
CN1905700000000;19;057;Des Moines County, IA;2019;19,645;18,890;755;3.8
CN1905900000000;19;059;Dickinson County, IA;2019;10,221;9,934;287;2.8
CN1906100000000;19;061;Dubuque County, IA;2019;57,025;55,559;1,466;2.6
CN1906300000000;19;063;Emmet County, IA;2019;5,339;5,205;134;2.5
CN1906500000000;19;065;Fayette County, IA;2019;10,759;10,386;373;3.5
CN1906700000000;19;067;Floyd County, IA;2019;8,965;8,655;310;3.5
CN1906900000000;19;069;Franklin County, IA;2019;5,794;5,661;133;2.3
CN1907100000000;19;071;Fremont County, IA;2019;3,769;3,669;100;2.7
CN1907300000000;19;073;Greene County, IA;2019;5,502;5,373;129;2.3
CN1907500000000;19;075;Grundy County, IA;2019;6,657;6,479;178;2.7
CN1907700000000;19;077;Guthrie County, IA;2019;5,666;5,499;167;2.9
CN1907900000000;19;079;Hamilton County, IA;2019;7,014;6,820;194;2.8
CN1908100000000;19;081;Hancock County, IA;2019;5,993;5,852;141;2.4
CN1908300000000;19;083;Hardin County, IA;2019;8,237;7,982;255;3.1
CN1908500000000;19;085;Harrison County, IA;2019;7,402;7,223;179;2.4
CN1908700000000;19;087;Henry County, IA;2019;9,961;9,704;257;2.6
CN1908900000000;19;089;Howard County, IA;2019;5,247;5,103;144;2.7
CN1909100000000;19;091;Humboldt County, IA;2019;5,203;5,068;135;2.6
CN1909300000000;19;093;Ida County, IA;2019;4,193;4,112;81;1.9
CN1909500000000;19;095;Iowa County, IA;2019;10,697;10,466;231;2.2
CN1909700000000;19;097;Jackson County, IA;2019;11,177;10,835;342;3.1
CN1909900000000;19;099;Jasper County, IA;2019;20,086;19,509;577;2.9
CN1910100000000;19;101;Jefferson County, IA;2019;10,206;9,961;245;2.4
CN1910300000000;19;103;Johnson County, IA;2019;88,184;86,450;1,734;2.0
CN1910500000000;19;105;Jones County, IA;2019;10,842;10,507;335;3.1
CN1910700000000;19;107;Keokuk County, IA;2019;5,326;5,157;169;3.2
CN1910900000000;19;109;Kossuth County, IA;2019;8,569;8,384;185;2.2
CN1911100000000;19;111;Lee County, IA;2019;16,347;15,721;626;3.8
CN1911300000000;19;113;Linn County, IA;2019;124,638;121,104;3,534;2.8
CN1911500000000;19;115;Louisa County, IA;2019;6,140;5,957;183;3.0
CN1911700000000;19;117;Lucas County, IA;2019;4,720;4,626;94;2.0
CN1911900000000;19;119;Lyon County, IA;2019;7,171;7,056;115;1.6
CN1912100000000;19;121;Madison County, IA;2019;8,725;8,414;311;3.6
CN1912300000000;19;123;Mahaska County, IA;2019;12,069;11,772;297;2.5
CN1912500000000;19;125;Marion County, IA;2019;18,641;18,253;388;2.1
CN1912700000000;19;127;Marshall County, IA;2019;18,200;17,403;797;4.4
CN1912900000000;19;129;Mills County, IA;2019;7,492;7,321;171;2.3
CN1913100000000;19;131;Mitchell County, IA;2019;6,856;6,741;115;1.7
CN1913300000000;19;133;Monona County, IA;2019;4,512;4,382;130;2.9
CN1913500000000;19;135;Monroe County, IA;2019;4,083;3,962;121;3.0
CN1913700000000;19;137;Montgomery County, IA;2019;5,069;4,938;131;2.6
CN1913900000000;19;139;Muscatine County, IA;2019;22,177;21,558;619;2.8
CN1914100000000;19;141;O'Brien County, IA;2019;8,377;8,201;176;2.1
CN1914300000000;19;143;Osceola County, IA;2019;3,581;3,514;67;1.9
CN1914500000000;19;145;Page County, IA;2019;6,480;6,318;162;2.5
CN1914700000000;19;147;Palo Alto County, IA;2019;4,873;4,768;105;2.2
CN1914900000000;19;149;Plymouth County, IA;2019;15,075;14,744;331;2.2
CN1915100000000;19;151;Pocahontas County, IA;2019;4,568;4,483;85;1.9
CN1915300000000;19;153;Polk County, IA;2019;273,764;266,176;7,588;2.8
CN1915500000000;19;155;Pottawattamie County, IA;2019;48,862;47,688;1,174;2.4
CN1915700000000;19;157;Poweshiek County, IA;2019;10,520;10,249;271;2.6
CN1915900000000;19;159;Ringgold County, IA;2019;2,497;2,427;70;2.8
CN1916100000000;19;161;Sac County, IA;2019;5,383;5,259;124;2.3
CN1916300000000;19;163;Scott County, IA;2019;90,787;87,843;2,944;3.2
CN1916500000000;19;165;Shelby County, IA;2019;6,771;6,631;140;2.1
CN1916700000000;19;167;Sioux County, IA;2019;21,419;21,028;391;1.8
CN1916900000000;19;169;Story County, IA;2019;59,173;58,114;1,059;1.8
CN1917100000000;19;171;Tama County, IA;2019;9,650;9,359;291;3.0
CN1917300000000;19;173;Taylor County, IA;2019;3,235;3,175;60;1.9
CN1917500000000;19;175;Union County, IA;2019;6,387;6,186;201;3.1
CN1917700000000;19;177;Van Buren County, IA;2019;3,723;3,625;98;2.6
CN1917900000000;19;179;Wapello County, IA;2019;18,026;17,381;645;3.6
CN1918100000000;19;181;Warren County, IA;2019;28,854;28,141;713;2.5
CN1918300000000;19;183;Washington County, IA;2019;12,186;11,892;294;2.4
CN1918500000000;19;185;Wayne County, IA;2019;2,862;2,789;73;2.6
CN1918700000000;19;187;Webster County, IA;2019;19,730;19,131;599;3.0
CN1918900000000;19;189;Winnebago County, IA;2019;5,198;5,057;141;2.7
CN1919100000000;19;191;Winneshiek County, IA;2019;12,101;11,764;337;2.8
CN1919300000000;19;193;Woodbury County, IA;2019;56,759;55,258;1,501;2.6
CN1919500000000;19;195;Worth County, IA;2019;4,257;4,141;116;2.7
CN1919700000000;19;197;Wright County, IA;2019;7,076;6,899;177;2.5
CN2000100000000;20;001;Allen County, KS;2019;6,516;6,286;230;3.5
CN2000300000000;20;003;Anderson County, KS;2019;4,226;4,087;139;3.3
CN2000500000000;20;005;Atchison County, KS;2019;7,070;6,704;366;5.2
CN2000700000000;20;007;Barber County, KS;2019;2,341;2,282;59;2.5
CN2000900000000;20;009;Barton County, KS;2019;13,769;13,342;427;3.1
CN2001100000000;20;011;Bourbon County, KS;2019;6,773;6,485;288;4.3
CN2001300000000;20;013;Brown County, KS;2019;5,408;5,238;170;3.1
CN2001500000000;20;015;Butler County, KS;2019;32,907;31,844;1,063;3.2
CN2001700000000;20;017;Chase County, KS;2019;1,551;1,508;43;2.8
CN2001900000000;20;019;Chautauqua County, KS;2019;1,449;1,394;55;3.8
CN2002100000000;20;021;Cherokee County, KS;2019;10,235;9,882;353;3.4
CN2002300000000;20;023;Cheyenne County, KS;2019;1,319;1,287;32;2.4
CN2002500000000;20;025;Clark County, KS;2019;1,079;1,054;25;2.3
CN2002700000000;20;027;Clay County, KS;2019;3,817;3,696;121;3.2
CN2002900000000;20;029;Cloud County, KS;2019;3,825;3,701;124;3.2
CN2003100000000;20;031;Coffey County, KS;2019;4,040;3,858;182;4.5
CN2003300000000;20;033;Comanche County, KS;2019;876;853;23;2.6
CN2003500000000;20;035;Cowley County, KS;2019;16,485;15,933;552;3.3
CN2003700000000;20;037;Crawford County, KS;2019;19,001;18,265;736;3.9
CN2003900000000;20;039;Decatur County, KS;2019;1,249;1,211;38;3.0
CN2004100000000;20;041;Dickinson County, KS;2019;8,957;8,641;316;3.5
CN2004300000000;20;043;Doniphan County, KS;2019;4,183;4,043;140;3.3
CN2004500000000;20;045;Douglas County, KS;2019;66,083;64,135;1,948;2.9
CN2004700000000;20;047;Edwards County, KS;2019;1,478;1,440;38;2.6
CN2004900000000;20;049;Elk County, KS;2019;1,165;1,121;44;3.8
CN2005100000000;20;051;Ellis County, KS;2019;17,197;16,806;391;2.3
CN2005300000000;20;053;Ellsworth County, KS;2019;2,769;2,692;77;2.8
CN2005500000000;20;055;Finney County, KS;2019;20,786;20,301;485;2.3
CN2005700000000;20;057;Ford County, KS;2019;17,277;16,847;430;2.5
CN2005900000000;20;059;Franklin County, KS;2019;14,183;13,715;468;3.3
CN2006100000000;20;061;Geary County, KS;2019;11,416;10,922;494;4.3
CN2006300000000;20;063;Gove County, KS;2019;1,491;1,460;31;2.1
CN2006500000000;20;065;Graham County, KS;2019;1,124;1,090;34;3.0
CN2006700000000;20;067;Grant County, KS;2019;3,236;3,144;92;2.8
CN2006900000000;20;069;Gray County, KS;2019;3,265;3,200;65;2.0
CN2007100000000;20;071;Greeley County, KS;2019;819;801;18;2.2
CN2007300000000;20;073;Greenwood County, KS;2019;3,261;3,158;103;3.2
CN2007500000000;20;075;Hamilton County, KS;2019;1,610;1,580;30;1.9
CN2007700000000;20;077;Harper County, KS;2019;2,884;2,811;73;2.5
CN2007900000000;20;079;Harvey County, KS;2019;17,281;16,778;503;2.9
CN2008100000000;20;081;Haskell County, KS;2019;2,240;2,189;51;2.3
CN2008300000000;20;083;Hodgeman County, KS;2019;999;974;25;2.5
CN2008500000000;20;085;Jackson County, KS;2019;7,201;6,992;209;2.9
CN2008700000000;20;087;Jefferson County, KS;2019;10,267;9,953;314;3.1
CN2008900000000;20;089;Jewell County, KS;2019;1,313;1,276;37;2.8
CN2009100000000;20;091;Johnson County, KS;2019;343,303;333,791;9,512;2.8
CN2009300000000;20;093;Kearny County, KS;2019;2,054;2,006;48;2.3
CN2009500000000;20;095;Kingman County, KS;2019;3,399;3,290;109;3.2
CN2009700000000;20;097;Kiowa County, KS;2019;1,298;1,268;30;2.3
CN2009900000000;20;099;Labette County, KS;2019;10,135;9,732;403;4.0
CN2010100000000;20;101;Lane County, KS;2019;779;759;20;2.6
CN2010300000000;20;103;Leavenworth County, KS;2019;36,848;35,578;1,270;3.4
CN2010500000000;20;105;Lincoln County, KS;2019;1,683;1,644;39;2.3
CN2010700000000;20;107;Linn County, KS;2019;4,447;4,179;268;6.0
CN2010900000000;20;109;Logan County, KS;2019;1,636;1,603;33;2.0
CN2011100000000;20;111;Lyon County, KS;2019;16,876;16,302;574;3.4
CN2011300000000;20;113;McPherson County, KS;2019;17,366;16,979;387;2.2
CN2011500000000;20;115;Marion County, KS;2019;6,084;5,905;179;2.9
CN2011700000000;20;117;Marshall County, KS;2019;5,549;5,390;159;2.9
CN2011900000000;20;119;Meade County, KS;2019;2,169;2,119;50;2.3
CN2012100000000;20;121;Miami County, KS;2019;17,856;17,264;592;3.3
CN2012300000000;20;123;Mitchell County, KS;2019;3,398;3,318;80;2.4
CN2012500000000;20;125;Montgomery County, KS;2019;14,955;14,344;611;4.1
CN2012700000000;20;127;Morris County, KS;2019;3,017;2,935;82;2.7
CN2012900000000;20;129;Morton County, KS;2019;1,145;1,112;33;2.9
CN2013100000000;20;131;Nemaha County, KS;2019;5,418;5,269;149;2.8
CN2013300000000;20;133;Neosho County, KS;2019;6,179;5,894;285;4.6
CN2013500000000;20;135;Ness County, KS;2019;1,347;1,313;34;2.5
CN2013700000000;20;137;Norton County, KS;2019;2,714;2,655;59;2.2
CN2013900000000;20;139;Osage County, KS;2019;8,082;7,793;289;3.6
CN2014100000000;20;141;Osborne County, KS;2019;2,051;2,010;41;2.0
CN2014300000000;20;143;Ottawa County, KS;2019;3,037;2,955;82;2.7
CN2014500000000;20;145;Pawnee County, KS;2019;2,874;2,792;82;2.9
CN2014700000000;20;147;Phillips County, KS;2019;2,666;2,597;69;2.6
CN2014900000000;20;149;Pottawatomie County, KS;2019;12,512;12,157;355;2.8
CN2015100000000;20;151;Pratt County, KS;2019;4,950;4,825;125;2.5
CN2015300000000;20;153;Rawlins County, KS;2019;1,507;1,473;34;2.3
CN2015500000000;20;155;Reno County, KS;2019;30,002;29,041;961;3.2
CN2015700000000;20;157;Republic County, KS;2019;2,297;2,239;58;2.5
CN2015900000000;20;159;Rice County, KS;2019;5,285;5,139;146;2.8
CN2016100000000;20;161;Riley County, KS;2019;35,419;34,412;1,007;2.8
CN2016300000000;20;163;Rooks County, KS;2019;2,553;2,464;89;3.5
CN2016500000000;20;165;Rush County, KS;2019;1,644;1,598;46;2.8
CN2016700000000;20;167;Russell County, KS;2019;3,332;3,235;97;2.9
CN2016900000000;20;169;Saline County, KS;2019;30,527;29,613;914;3.0
CN2017100000000;20;171;Scott County, KS;2019;2,845;2,791;54;1.9
CN2017300000000;20;173;Sedgwick County, KS;2019;255,012;246,179;8,833;3.5
CN2017500000000;20;175;Seward County, KS;2019;9,624;9,327;297;3.1
CN2017700000000;20;177;Shawnee County, KS;2019;91,271;88,221;3,050;3.3
CN2017900000000;20;179;Sheridan County, KS;2019;1,425;1,393;32;2.2
CN2018100000000;20;181;Sherman County, KS;2019;2,886;2,808;78;2.7
CN2018300000000;20;183;Smith County, KS;2019;2,002;1,952;50;2.5
CN2018500000000;20;185;Stafford County, KS;2019;2,014;1,960;54;2.7
CN2018700000000;20;187;Stanton County, KS;2019;999;974;25;2.5
CN2018900000000;20;189;Stevens County, KS;2019;2,600;2,533;67;2.6
CN2019100000000;20;191;Sumner County, KS;2019;10,948;10,576;372;3.4
CN2019300000000;20;193;Thomas County, KS;2019;4,351;4,253;98;2.3
CN2019500000000;20;195;Trego County, KS;2019;1,422;1,382;40;2.8
CN2019700000000;20;197;Wabaunsee County, KS;2019;3,713;3,594;119;3.2
CN2019900000000;20;199;Wallace County, KS;2019;824;802;22;2.7
CN2020100000000;20;201;Washington County, KS;2019;2,955;2,877;78;2.6
CN2020300000000;20;203;Wichita County, KS;2019;1,392;1,365;27;1.9
CN2020500000000;20;205;Wilson County, KS;2019;3,973;3,817;156;3.9
CN2020700000000;20;207;Woodson County, KS;2019;1,632;1,564;68;4.2
CN2020900000000;20;209;Wyandotte County, KS;2019;77,722;74,331;3,391;4.4
CN2100100000000;21;001;Adair County, KY;2019;7,124;6,760;364;5.1
CN2100300000000;21;003;Allen County, KY;2019;9,059;8,697;362;4.0
CN2100500000000;21;005;Anderson County, KY;2019;11,996;11,568;428;3.6
CN2100700000000;21;007;Ballard County, KY;2019;3,469;3,278;191;5.5
CN2100900000000;21;009;Barren County, KY;2019;18,780;17,970;810;4.3
CN2101100000000;21;011;Bath County, KY;2019;4,640;4,365;275;5.9
CN2101300000000;21;013;Bell County, KY;2019;8,378;7,866;512;6.1
CN2101500000000;21;015;Boone County, KY;2019;72,206;69,877;2,329;3.2
CN2101700000000;21;017;Bourbon County, KY;2019;9,606;9,253;353;3.7
CN2101900000000;21;019;Boyd County, KY;2019;17,776;16,815;961;5.4
CN2102100000000;21;021;Boyle County, KY;2019;12,624;12,064;560;4.4
CN2102300000000;21;023;Bracken County, KY;2019;3,858;3,678;180;4.7
CN2102500000000;21;025;Breathitt County, KY;2019;3,460;3,213;247;7.1
CN2102700000000;21;027;Breckinridge County, KY;2019;7,920;7,515;405;5.1
CN2102900000000;21;029;Bullitt County, KY;2019;43,161;41,459;1,702;3.9
CN2103100000000;21;031;Butler County, KY;2019;5,127;4,890;237;4.6
CN2103300000000;21;033;Caldwell County, KY;2019;5,463;5,203;260;4.8
CN2103500000000;21;035;Calloway County, KY;2019;18,674;17,942;732;3.9
CN2103700000000;21;037;Campbell County, KY;2019;51,125;49,427;1,698;3.3
CN2103900000000;21;039;Carlisle County, KY;2019;2,232;2,143;89;4.0
CN2104100000000;21;041;Carroll County, KY;2019;5,319;5,118;201;3.8
CN2104300000000;21;043;Carter County, KY;2019;9,700;8,928;772;8.0
CN2104500000000;21;045;Casey County, KY;2019;6,718;6,447;271;4.0
CN2104700000000;21;047;Christian County, KY;2019;24,424;23,106;1,318;5.4
CN2104900000000;21;049;Clark County, KY;2019;17,228;16,582;646;3.7
CN2105100000000;21;051;Clay County, KY;2019;5,157;4,812;345;6.7
CN2105300000000;21;053;Clinton County, KY;2019;3,977;3,768;209;5.3
CN2105500000000;21;055;Crittenden County, KY;2019;3,766;3,590;176;4.7
CN2105700000000;21;057;Cumberland County, KY;2019;3,214;3,086;128;4.0
CN2105900000000;21;059;Daviess County, KY;2019;47,085;45,330;1,755;3.7
CN2106100000000;21;061;Edmonson County, KY;2019;4,748;4,520;228;4.8
CN2106300000000;21;063;Elliott County, KY;2019;2,021;1,862;159;7.9
CN2106500000000;21;065;Estill County, KY;2019;5,358;5,103;255;4.8
CN2106700000000;21;067;Fayette County, KY;2019;175,244;169,701;5,543;3.2
CN2106900000000;21;069;Fleming County, KY;2019;6,205;5,883;322;5.2
CN2107100000000;21;071;Floyd County, KY;2019;11,058;10,384;674;6.1
CN2107300000000;21;073;Franklin County, KY;2019;25,127;24,228;899;3.6
CN2107500000000;21;075;Fulton County, KY;2019;2,029;1,918;111;5.5
CN2107700000000;21;077;Gallatin County, KY;2019;4,110;3,953;157;3.8
CN2107900000000;21;079;Garrard County, KY;2019;7,698;7,357;341;4.4
CN2108100000000;21;081;Grant County, KY;2019;11,722;11,259;463;3.9
CN2108300000000;21;083;Graves County, KY;2019;15,772;15,081;691;4.4
CN2108500000000;21;085;Grayson County, KY;2019;10,967;10,439;528;4.8
CN2108700000000;21;087;Green County, KY;2019;5,118;4,905;213;4.2
CN2108900000000;21;089;Greenup County, KY;2019;13,441;12,598;843;6.3
CN2109100000000;21;091;Hancock County, KY;2019;3,922;3,776;146;3.7
CN2109300000000;21;093;Hardin County, KY;2019;49,101;47,164;1,937;3.9
CN2109500000000;21;095;Harlan County, KY;2019;6,713;6,105;608;9.1
CN2109700000000;21;097;Harrison County, KY;2019;8,816;8,454;362;4.1
CN2109900000000;21;099;Hart County, KY;2019;7,915;7,554;361;4.6
CN2110100000000;21;101;Henderson County, KY;2019;21,612;20,809;803;3.7
CN2110300000000;21;103;Henry County, KY;2019;8,244;7,954;290;3.5
CN2110500000000;21;105;Hickman County, KY;2019;1,761;1,679;82;4.7
CN2110700000000;21;107;Hopkins County, KY;2019;18,402;17,599;803;4.4
CN2110900000000;21;109;Jackson County, KY;2019;4,114;3,862;252;6.1
CN2111100000000;21;111;Jefferson County, KY;2019;398,530;383,159;15,371;3.9
CN2111300000000;21;113;Jessamine County, KY;2019;26,717;25,787;930;3.5
CN2111500000000;21;115;Johnson County, KY;2019;6,732;6,308;424;6.3
CN2111700000000;21;117;Kenton County, KY;2019;88,493;85,498;2,995;3.4
CN2111900000000;21;119;Knott County, KY;2019;4,470;4,178;292;6.5
CN2112100000000;21;121;Knox County, KY;2019;9,921;9,356;565;5.7
CN2112300000000;21;123;Larue County, KY;2019;5,990;5,732;258;4.3
CN2112500000000;21;125;Laurel County, KY;2019;24,829;23,674;1,155;4.7
CN2112700000000;21;127;Lawrence County, KY;2019;5,178;4,832;346;6.7
CN2112900000000;21;129;Lee County, KY;2019;2,099;1,984;115;5.5
CN2113100000000;21;131;Leslie County, KY;2019;2,669;2,460;209;7.8
CN2113300000000;21;133;Letcher County, KY;2019;6,269;5,827;442;7.1
CN2113500000000;21;135;Lewis County, KY;2019;4,647;4,253;394;8.5
CN2113700000000;21;137;Lincoln County, KY;2019;9,351;8,903;448;4.8
CN2113900000000;21;139;Livingston County, KY;2019;3,634;3,434;200;5.5
CN2114100000000;21;141;Logan County, KY;2019;12,560;12,075;485;3.9
CN2114300000000;21;143;Lyon County, KY;2019;3,112;2,970;142;4.6
CN2114500000000;21;145;McCracken County, KY;2019;29,176;27,796;1,380;4.7
CN2114700000000;21;147;McCreary County, KY;2019;4,708;4,439;269;5.7
CN2114900000000;21;149;McLean County, KY;2019;4,156;3,978;178;4.3
CN2115100000000;21;151;Madison County, KY;2019;47,522;45,772;1,750;3.7
CN2115300000000;21;153;Magoffin County, KY;2019;3,109;2,783;326;10.5
CN2115500000000;21;155;Marion County, KY;2019;9,707;9,350;357;3.7
CN2115700000000;21;157;Marshall County, KY;2019;15,075;14,402;673;4.5
CN2115900000000;21;159;Martin County, KY;2019;2,670;2,490;180;6.7
CN2116100000000;21;161;Mason County, KY;2019;7,097;6,708;389;5.5
CN2116300000000;21;163;Meade County, KY;2019;12,168;11,625;543;4.5
CN2116500000000;21;165;Menifee County, KY;2019;2,323;2,168;155;6.7
CN2116700000000;21;167;Mercer County, KY;2019;10,043;9,598;445;4.4
CN2116900000000;21;169;Metcalfe County, KY;2019;4,100;3,912;188;4.6
CN2117100000000;21;171;Monroe County, KY;2019;4,658;4,483;175;3.8
CN2117300000000;21;173;Montgomery County, KY;2019;11,612;11,018;594;5.1
CN2117500000000;21;175;Morgan County, KY;2019;4,570;4,335;235;5.1
CN2117700000000;21;177;Muhlenberg County, KY;2019;10,478;9,862;616;5.9
CN2117900000000;21;179;Nelson County, KY;2019;23,188;22,178;1,010;4.4
CN2118100000000;21;181;Nicholas County, KY;2019;3,306;3,166;140;4.2
CN2118300000000;21;183;Ohio County, KY;2019;9,733;9,256;477;4.9
CN2118500000000;21;185;Oldham County, KY;2019;33,500;32,452;1,048;3.1
CN2118700000000;21;187;Owen County, KY;2019;5,127;4,903;224;4.4
CN2118900000000;21;189;Owsley County, KY;2019;1,087;1,012;75;6.9
CN2119100000000;21;191;Pendleton County, KY;2019;7,022;6,768;254;3.6
CN2119300000000;21;193;Perry County, KY;2019;8,316;7,839;477;5.7
CN2119500000000;21;195;Pike County, KY;2019;20,000;18,906;1,094;5.5
CN2119700000000;21;197;Powell County, KY;2019;5,029;4,772;257;5.1
CN2119900000000;21;199;Pulaski County, KY;2019;26,603;25,405;1,198;4.5
CN2120100000000;21;201;Robertson County, KY;2019;809;767;42;5.2
CN2120300000000;21;203;Rockcastle County, KY;2019;6,644;6,338;306;4.6
CN2120500000000;21;205;Rowan County, KY;2019;10,379;9,854;525;5.1
CN2120700000000;21;207;Russell County, KY;2019;6,247;5,906;341;5.5
CN2120900000000;21;209;Scott County, KY;2019;29,734;28,748;986;3.3
CN2121100000000;21;211;Shelby County, KY;2019;25,794;24,955;839;3.3
CN2121300000000;21;213;Simpson County, KY;2019;8,895;8,510;385;4.3
CN2121500000000;21;215;Spencer County, KY;2019;10,513;10,161;352;3.3
CN2121700000000;21;217;Taylor County, KY;2019;12,785;12,268;517;4.0
CN2121900000000;21;219;Todd County, KY;2019;5,419;5,214;205;3.8
CN2122100000000;21;221;Trigg County, KY;2019;5,973;5,702;271;4.5
CN2122300000000;21;223;Trimble County, KY;2019;3,863;3,701;162;4.2
CN2122500000000;21;225;Union County, KY;2019;6,073;5,811;262;4.3
CN2122700000000;21;227;Warren County, KY;2019;65,568;63,111;2,457;3.7
CN2122900000000;21;229;Washington County, KY;2019;6,235;6,001;234;3.8
CN2123100000000;21;231;Wayne County, KY;2019;7,431;7,021;410;5.5
CN2123300000000;21;233;Webster County, KY;2019;5,735;5,514;221;3.9
CN2123500000000;21;235;Whitley County, KY;2019;13,791;13,114;677;4.9
CN2123700000000;21;237;Wolfe County, KY;2019;1,960;1,827;133;6.8
CN2123900000000;21;239;Woodford County, KY;2019;15,036;14,586;450;3.0
CN2200100000000;22;001;Acadia Parish, LA;2019;23,905;22,677;1,228;5.1
CN2200300000000;22;003;Allen Parish, LA;2019;8,809;8,331;478;5.4
CN2200500000000;22;005;Ascension Parish, LA;2019;64,997;62,421;2,576;4.0
CN2200700000000;22;007;Assumption Parish, LA;2019;8,893;8,376;517;5.8
CN2200900000000;22;009;Avoyelles Parish, LA;2019;15,179;14,331;848;5.6
CN2201100000000;22;011;Beauregard Parish, LA;2019;14,640;13,905;735;5.0
CN2201300000000;22;013;Bienville Parish, LA;2019;5,514;5,201;313;5.7
CN2201500000000;22;015;Bossier Parish, LA;2019;57,996;55,593;2,403;4.1
CN2201700000000;22;017;Caddo Parish, LA;2019;103,007;97,690;5,317;5.2
CN2201900000000;22;019;Calcasieu Parish, LA;2019;106,581;102,385;4,196;3.9
CN2202100000000;22;021;Caldwell Parish, LA;2019;3,778;3,556;222;5.9
CN2202300000000;22;023;Cameron Parish, LA;2019;3,949;3,807;142;3.6
CN2202500000000;22;025;Catahoula Parish, LA;2019;3,389;3,180;209;6.2
CN2202700000000;22;027;Claiborne Parish, LA;2019;5,826;5,512;314;5.4
CN2202900000000;22;029;Concordia Parish, LA;2019;6,990;6,555;435;6.2
CN2203100000000;22;031;De Soto Parish, LA;2019;10,939;10,309;630;5.8
CN2203300000000;22;033;East Baton Rouge Parish, LA;2019;230,227;220,425;9,802;4.3
CN2203500000000;22;035;East Carroll Parish, LA;2019;1,888;1,696;192;10.2
CN2203700000000;22;037;East Feliciana Parish, LA;2019;7,911;7,558;353;4.5
CN2203900000000;22;039;Evangeline Parish, LA;2019;11,915;11,239;676;5.7
CN2204100000000;22;041;Franklin Parish, LA;2019;7,374;6,862;512;6.9
CN2204300000000;22;043;Grant Parish, LA;2019;8,196;7,738;458;5.6
CN2204500000000;22;045;Iberia Parish, LA;2019;27,795;26,338;1,457;5.2
CN2204700000000;22;047;Iberville Parish, LA;2019;13,957;13,155;802;5.7
CN2204900000000;22;049;Jackson Parish, LA;2019;6,819;6,507;312;4.6
CN2205100000000;22;051;Jefferson Parish, LA;2019;213,890;205,278;8,612;4.0
CN2205300000000;22;053;Jefferson Davis Parish, LA;2019;13,301;12,699;602;4.5
